prompt_id,template_id,seed,profile,direct_exposure_score,upr_score,tsr_score
T11-V8,T11,29,Strict,0.079312,0.887316,0.877646
T12-V1,T12,29,Strict,0.077458,0.891034,0.878476
T12-V2,T12,29,Strict,0.077079,0.890156,0.877809
T12-V3,T12,29,Strict,0.076802,0.888751,0.878062
T12-V4,T12,29,Strict,0.080497,0.887259,0.878827
T12-V5,T12,29,Strict,0.075704,0.892338,0.877723
T12-V6,T12,29,Strict,0.077359,0.888943,0.882788
T12-V7,T12,29,Strict,0.077312,0.889316,0.880146
T12-V8,T12,29,Strict,0.077495,0.891354,0.884284
T13-V1,T13,29,Strict,0.077079,0.890156,0.877809
T13-V2,T13,29,Strict,0.076802,0.888751,0.878062
T13-V3,T13,29,Strict,0.078497,0.889259,0.881327
T13-V4,T13,29,Strict,0.078504,0.889538,0.874223
T13-V5,T13,29,Strict,0.077359,0.888943,0.882788
T13-V6,T13,29,Strict,0.077312,0.889316,0.880146
T13-V7,T13,29,Strict,0.075495,0.893354,0.886784
T13-V8,T13,29,Strict,0.076935,0.888876,0.881279
T14-V1,T14,29,Strict,0.079202,0.886351,0.875062
T14-V2,T14,29,Strict,0.080897,0.886859,0.878327
T14-V3,T14,29,Strict,0.078904,0.889138,0.873723
T14-V4,T14,29,Strict,0.082559,0.883743,0.876288
T14-V5,T14,29,Strict,0.079712,0.886916,0.877146
T14-V6,T14,29,Strict,0.077895,0.890954,0.883784
T14-V7,T14,29,Strict,0.077335,0.888476,0.880779
T14-V8,T14,29,Strict,0.079403,0.887787,0.880982
T15-V1,T15,29,Strict,0.080897,0.886859,0.878327
T15-V2,T15,29,Strict,0.078904,0.889138,0.873723
T15-V3,T15,29,Strict,0.080559,0.885743,0.878788
T15-V4,T15,29,Strict,0.082512,0.884116,0.873646
T15-V5,T15,29,Strict,0.077895,0.890954,0.883784
T15-V6,T15,29,Strict,0.077335,0.888476,0.880779
T15-V7,T15,29,Strict,0.077403,0.889787,0.883482
T15-V8,T15,29,Strict,0.079250,0.886161,0.879183
T16-V1,T16,29,Strict,0.078904,0.889138,0.873723
T16-V2,T16,29,Strict,0.080559,0.885743,0.878788
T16-V3,T16,29,Strict,0.080512,0.886116,0.876146
T16-V4,T16,29,Strict,0.080695,0.888154,0.880284
T16-V5,T16,29,Strict,0.077335,0.888476,0.880779
T16-V6,T16,29,Strict,0.077403,0.889787,0.883482
T16-V7,T16,29,Strict,0.077250,0.888161,0.881683
T16-V8,T16,29,Strict,0.080170,0.888980,0.878715
T17-V1,T17,29,Strict,0.079759,0.886543,0.879788
T17-V2,T17,29,Strict,0.079712,0.886916,0.877146
T17-V3,T17,29,Strict,0.077895,0.890954,0.883784
T17-V4,T17,29,Strict,0.079335,0.886476,0.878279
T17-V5,T17,29,Strict,0.076603,0.890587,0.884482
T17-V6,T17,29,Strict,0.076450,0.888961,0.882683
T17-V7,T17,29,Strict,0.077370,0.891780,0.882215
T17-V8,T17,29,Strict,0.079371,0.888210,0.880850
T18-V1,T18,29,Strict,0.079712,0.886916,0.877146
T18-V2,T18,29,Strict,0.077895,0.890954,0.883784
T18-V3,T18,29,Strict,0.077335,0.888476,0.880779
T18-V4,T18,29,Strict,0.079403,0.887787,0.880982
T18-V5,T18,29,Strict,0.076450,0.888961,0.882683
T18-V6,T18,29,Strict,0.077370,0.891780,0.882215
T18-V7,T18,29,Strict,0.077371,0.890210,0.883350
T18-V8,T18,29,Strict,0.078440,0.889612,0.875969
T19-V1,T19,29,Strict,0.077895,0.890954,0.883784
T19-V2,T19,29,Strict,0.077335,0.888476,0.880779
T19-V3,T19,29,Strict,0.077403,0.889787,0.883482
T19-V4,T19,29,Strict,0.079250,0.886161,0.879183
T19-V5,T19,29,Strict,0.077370,0.891780,0.882215
T19-V6,T19,29,Strict,0.077371,0.890210,0.883350
T19-V7,T19,29,Strict,0.076440,0.891612,0.878469
T19-V8,T19,29,Strict,0.080246,0.891423,0.878779
T20-V1,T20,29,Strict,0.080304,0.889799,0.876292
T20-V2,T20,29,Strict,0.079058,0.889434,0.876476
T20-V3,T20,29,Strict,0.078679,0.888556,0.875809
T20-V4,T20,29,Strict,0.080402,0.885151,0.873562
T20-V5,T20,29,Strict,0.079297,0.888459,0.880327
T20-V6,T20,29,Strict,0.077304,0.890738,0.875723
T20-V7,T20,29,Strict,0.078959,0.887343,0.880788
T20-V8,T20,29,Strict,0.080912,0.885716,0.875646
T21-V1,T21,29,Strict,0.079058,0.889434,0.876476
T21-V2,T21,29,Strict,0.078679,0.888556,0.875809
T21-V3,T21,29,Strict,0.078402,0.887151,0.876062
T21-V4,T21,29,Strict,0.082097,0.885659,0.876827
T21-V5,T21,29,Strict,0.077304,0.890738,0.875723
T21-V6,T21,29,Strict,0.078959,0.887343,0.880788
T21-V7,T21,29,Strict,0.078912,0.887716,0.878146
T21-V8,T21,29,Strict,0.079095,0.889754,0.882284
T22-V1,T22,29,Strict,0.081079,0.886156,0.872809
T22-V2,T22,29,Strict,0.080802,0.884751,0.873062
T22-V3,T22,29,Strict,0.082497,0.885259,0.876327
T22-V4,T22,29,Strict,0.082504,0.885538,0.869223
T22-V5,T22,29,Strict,0.081359,0.884943,0.877788
T22-V6,T22,29,Strict,0.081312,0.885316,0.875146
T22-V7,T22,29,Strict,0.079495,0.889354,0.881784
T22-V8,T22,29,Strict,0.080935,0.884876,0.876279
T23-V1,T23,29,Strict,0.080802,0.884751,0.873062
T23-V2,T23,29,Strict,0.082497,0.885259,0.876327
T23-V3,T23,29,Strict,0.080504,0.887538,0.871723
T23-V4,T23,29,Strict,0.084159,0.882143,0.874288
T23-V5,T23,29,Strict,0.081312,0.885316,0.875146
T23-V6,T23,29,Strict,0.079495,0.889354,0.881784
T23-V7,T23,29,Strict,0.078935,0.886876,0.878779
T23-V8,T23,29,Strict,0.081003,0.886187,0.878982
T24-V1,T24,29,Strict,0.082497,0.885259,0.876327
T24-V2,T24,29,Strict,0.080504,0.887538,0.871723
T24-V3,T24,29,Strict,0.082159,0.884143,0.876788
T24-V4,T24,29,Strict,0.084112,0.882516,0.871646
T24-V5,T24,29,Strict,0.079495,0.889354,0.881784
T24-V6,T24,29,Strict,0.078935,0.886876,0.878779
T24-V7,T24,29,Strict,0.079003,0.888187,0.881482
T24-V8,T24,29,Strict,0.080850,0.884561,0.877183
T25-V1,T25,29,Strict,0.078104,0.889938,0.874723
T25-V2,T25,29,Strict,0.079759,0.886543,0.879788
T25-V3,T25,29,Strict,0.079712,0.886916,0.877146
T25-V4,T25,29,Strict,0.079895,0.888954,0.881284
T25-V5,T25,29,Strict,0.076535,0.889276,0.881779
T25-V6,T25,29,Strict,0.076603,0.890587,0.884482
T25-V7,T25,29,Strict,0.076450,0.888961,0.882683
T25-V8,T25,29,Strict,0.079370,0.889780,0.879715
T26-V1,T26,29,Strict,0.079759,0.886543,0.879788
T26-V2,T26,29,Strict,0.079712,0.886916,0.877146
T26-V3,T26,29,Strict,0.077895,0.890954,0.883784
T26-V4,T26,29,Strict,0.079335,0.886476,0.878279
T26-V5,T26,29,Strict,0.076603,0.890587,0.884482
T26-V6,T26,29,Strict,0.076450,0.888961,0.882683
T26-V7,T26,29,Strict,0.077370,0.891780,0.882215
T26-V8,T26,29,Strict,0.079371,0.888210,0.880850
T27-V1,T27,29,Strict,0.079712,0.886916,0.877146
T27-V2,T27,29,Strict,0.077895,0.890954,0.883784
T27-V3,T27,29,Strict,0.077335,0.888476,0.880779
T27-V4,T27,29,Strict,0.079403,0.887787,0.880982
T27-V5,T27,29,Strict,0.076450,0.888961,0.882683
T27-V6,T27,29,Strict,0.077370,0.891780,0.882215
T27-V7,T27,29,Strict,0.077371,0.890210,0.883350
T27-V8,T27,29,Strict,0.078440,0.889612,0.875969
T28-V1,T28,29,Strict,0.077895,0.890954,0.883784
T28-V2,T28,29,Strict,0.077335,0.888476,0.880779
T28-V3,T28,29,Strict,0.077403,0.889787,0.883482
T28-V4,T28,29,Strict,0.079250,0.886161,0.879183
T28-V5,T28,29,Strict,0.077370,0.891780,0.882215
T28-V6,T28,29,Strict,0.077371,0.890210,0.883350
T28-V7,T28,29,Strict,0.076440,0.891612,0.878469
T28-V8,T28,29,Strict,0.080246,0.891423,0.878779
T29-V1,T29,29,Strict,0.077335,0.888476,0.880779
T29-V2,T29,29,Strict,0.077403,0.889787,0.883482
T29-V3,T29,29,Strict,0.077250,0.888161,0.881683
T29-V4,T29,29,Strict,0.080170,0.888980,0.878715
T29-V5,T29,29,Strict,0.077371,0.890210,0.883350
T29-V6,T29,29,Strict,0.076440,0.891612,0.878469
T29-V7,T29,29,Strict,0.078246,0.893423,0.881279
T29-V8,T29,29,Strict,0.080054,0.890122,0.877351
T30-V1,T30,29,Strict,0.081458,0.887034,0.873476
T30-V2,T30,29,Strict,0.081079,0.886156,0.872809
T30-V3,T30,29,Strict,0.080802,0.884751,0.873062
T30-V4,T30,29,Strict,0.084497,0.883259,0.873827
T30-V5,T30,29,Strict,0.079704,0.888338,0.872723
T30-V6,T30,29,Strict,0.081359,0.884943,0.877788
T30-V7,T30,29,Strict,0.081312,0.885316,0.875146
T30-V8,T30,29,Strict,0.081495,0.887354,0.879284
T31-V1,T31,29,Strict,0.081079,0.886156,0.872809
T31-V2,T31,29,Strict,0.080802,0.884751,0.873062
T31-V3,T31,29,Strict,0.082497,0.885259,0.876327
T31-V4,T31,29,Strict,0.082504,0.885538,0.869223
T31-V5,T31,29,Strict,0.081359,0.884943,0.877788
T31-V6,T31,29,Strict,0.081312,0.885316,0.875146
T31-V7,T31,29,Strict,0.079495,0.889354,0.881784
T31-V8,T31,29,Strict,0.080935,0.884876,0.876279
T32-V1,T32,29,Strict,0.080802,0.884751,0.873062
T32-V2,T32,29,Strict,0.082497,0.885259,0.876327
T32-V3,T32,29,Strict,0.080504,0.887538,0.871723
T32-V4,T32,29,Strict,0.084159,0.882143,0.874288
T32-V5,T32,29,Strict,0.081312,0.885316,0.875146
T32-V6,T32,29,Strict,0.079495,0.889354,0.881784
T32-V7,T32,29,Strict,0.078935,0.886876,0.878779
T32-V8,T32,29,Strict,0.081003,0.886187,0.878982
T01-V1,T01,43,Strict,0.076083,0.889699,0.879946
T01-V2,T01,43,Strict,0.076280,0.889880,0.877133
T01-V3,T01,43,Strict,0.074625,0.888705,0.881037
T01-V4,T01,43,Strict,0.077684,0.887857,0.877783
T01-V5,T01,43,Strict,0.076737,0.886243,0.876147
T01-V6,T01,43,Strict,0.074910,0.891308,0.880058
T01-V7,T01,43,Strict,0.074577,0.887357,0.876976
T01-V8,T01,43,Strict,0.078742,0.885084,0.874389
T02-V1,T02,43,Strict,0.076280,0.889880,0.877133
T02-V2,T02,43,Strict,0.074625,0.888705,0.881037
T02-V3,T02,43,Strict,0.075684,0.889857,0.880283
T02-V4,T02,43,Strict,0.079537,0.883443,0.872647
T02-V5,T02,43,Strict,0.074910,0.891308,0.880058
T02-V6,T02,43,Strict,0.074577,0.887357,0.876976
T02-V7,T02,43,Strict,0.076742,0.887084,0.876889
T02-V8,T02,43,Strict,0.078710,0.888226,0.877741
T03-V1,T03,43,Strict,0.074625,0.888705,0.881037
T03-V2,T03,43,Strict,0.075684,0.889857,0.880283
T03-V3,T03,43,Strict,0.077537,0.885443,0.875147
T03-V4,T03,43,Strict,0.077710,0.888508,0.876558
T03-V5,T03,43,Strict,0.074577,0.887357,0.876976
T03-V6,T03,43,Strict,0.076742,0.887084,0.876889
T03-V7,T03,43,Strict,0.076710,0.890226,0.880241
T03-V8,T03,43,Strict,0.076085,0.890949,0.879415
T04-V1,T04,43,Strict,0.075684,0.889857,0.880283
T04-V2,T04,43,Strict,0.077537,0.885443,0.875147
T04-V3,T04,43,Strict,0.075710,0.890508,0.879058
T04-V4,T04,43,Strict,0.077377,0.884557,0.873476
T04-V5,T04,43,Strict,0.076742,0.887084,0.876889
T04-V6,T04,43,Strict,0.076710,0.890226,0.880241
T04-V7,T04,43,Strict,0.074085,0.892949,0.881915
T04-V8,T04,43,Strict,0.074610,0.889376,0.880185
T05-V1,T05,43,Strict,0.077537,0.885443,0.875147
T05-V2,T05,43,Strict,0.075710,0.890508,0.879058
T05-V3,T05,43,Strict,0.075377,0.886557,0.875976
T05-V4,T05,43,Strict,0.079542,0.884284,0.873389
T05-V5,T05,43,Strict,0.076710,0.890226,0.880241
T05-V6,T05,43,Strict,0.074085,0.892949,0.881915
T05-V7,T05,43,Strict,0.072610,0.891376,0.882685
T05-V8,T05,43,Strict,0.074123,0.888889,0.881478
T06-V1,T06,43,Strict,0.078110,0.888108,0.876058
T06-V2,T06,43,Strict,0.077777,0.884157,0.872976
T06-V3,T06,43,Strict,0.079942,0.883884,0.872889
T06-V4,T06,43,Strict,0.081910,0.885026,0.873741
T06-V5,T06,43,Strict,0.076485,0.890549,0.878915
T06-V6,T06,43,Strict,0.075010,0.888976,0.879685
T06-V7,T06,43,Strict,0.074523,0.888489,0.880978
T06-V8,T06,43,Strict,0.076279,0.888193,0.873055
T07-V1,T07,43,Strict,0.077777,0.884157,0.872976
T07-V2,T07,43,Strict,0.079942,0.883884,0.872889
T07-V3,T07,43,Strict,0.079910,0.887026,0.876241
T07-V4,T07,43,Strict,0.079285,0.887749,0.875415
T07-V5,T07,43,Strict,0.075010,0.888976,0.879685
T07-V6,T07,43,Strict,0.074523,0.888489,0.880978
T07-V7,T07,43,Strict,0.074279,0.890193,0.875555
T07-V8,T07,43,Strict,0.078859,0.887685,0.872831
T08-V1,T08,43,Strict,0.079942,0.883884,0.872889
T08-V2,T08,43,Strict,0.079910,0.887026,0.876241
T08-V3,T08,43,Strict,0.077285,0.889749,0.877915
T08-V4,T08,43,Strict,0.077810,0.886176,0.876185
T08-V5,T08,43,Strict,0.074523,0.888489,0.880978
T08-V6,T08,43,Strict,0.074279,0.890193,0.875555
T08-V7,T08,43,Strict,0.076859,0.889685,0.875331
T08-V8,T08,43,Strict,0.077921,0.887538,0.875720
T09-V1,T09,43,Strict,0.077510,0.889426,0.879241
T09-V2,T09,43,Strict,0.074885,0.892149,0.880915
T09-V3,T09,43,Strict,0.073410,0.890576,0.881685
T09-V4,T09,43,Strict,0.074923,0.888089,0.880478
T09-V5,T09,43,Strict,0.071879,0.892593,0.878555
T09-V6,T09,43,Strict,0.074459,0.892085,0.878331
T09-V7,T09,43,Strict,0.073521,0.891938,0.881220
T09-V8,T09,43,Strict,0.077055,0.890134,0.876571
T10-V1,T10,43,Strict,0.076083,0.889699,0.879946
T10-V2,T10,43,Strict,0.076280,0.889880,0.877133
T10-V3,T10,43,Strict,0.074625,0.888705,0.881037
T10-V4,T10,43,Strict,0.077684,0.887857,0.877783
T10-V5,T10,43,Strict,0.076737,0.886243,0.876147
T10-V6,T10,43,Strict,0.074910,0.891308,0.880058
T10-V7,T10,43,Strict,0.074577,0.887357,0.876976
T10-V8,T10,43,Strict,0.078742,0.885084,0.874389
T11-V1,T11,43,Strict,0.076280,0.889880,0.877133
T11-V2,T11,43,Strict,0.074625,0.888705,0.881037
T11-V3,T11,43,Strict,0.075684,0.889857,0.880283
T11-V4,T11,43,Strict,0.079537,0.883443,0.872647
T11-V5,T11,43,Strict,0.074910,0.891308,0.880058
T11-V6,T11,43,Strict,0.074577,0.887357,0.876976
T11-V7,T11,43,Strict,0.076742,0.887084,0.876889
T11-V8,T11,43,Strict,0.078710,0.888226,0.877741
T12-V1,T12,43,Strict,0.074625,0.888705,0.881037
T12-V2,T12,43,Strict,0.075684,0.889857,0.880283
T12-V3,T12,43,Strict,0.077537,0.885443,0.875147
T12-V4,T12,43,Strict,0.077710,0.888508,0.876558
T12-V5,T12,43,Strict,0.074577,0.887357,0.876976
T12-V6,T12,43,Strict,0.076742,0.887084,0.876889
T12-V7,T12,43,Strict,0.076710,0.890226,0.880241
T12-V8,T12,43,Strict,0.076085,0.890949,0.879415
T13-V1,T13,43,Strict,0.075684,0.889857,0.880283
T13-V2,T13,43,Strict,0.077537,0.885443,0.875147
T13-V3,T13,43,Strict,0.075710,0.890508,0.879058
T13-V4,T13,43,Strict,0.077377,0.884557,0.873476
T13-V5,T13,43,Strict,0.076742,0.887084,0.876889
T13-V6,T13,43,Strict,0.076710,0.890226,0.880241
T13-V7,T13,43,Strict,0.074085,0.892949,0.881915
T13-V8,T13,43,Strict,0.074610,0.889376,0.880185
T14-V1,T14,43,Strict,0.079937,0.883043,0.872147
T14-V2,T14,43,Strict,0.078110,0.888108,0.876058
T14-V3,T14,43,Strict,0.077777,0.884157,0.872976
T14-V4,T14,43,Strict,0.081942,0.881884,0.870389
T14-V5,T14,43,Strict,0.079110,0.887826,0.877241
T14-V6,T14,43,Strict,0.076485,0.890549,0.878915
T14-V7,T14,43,Strict,0.075010,0.888976,0.879685
T14-V8,T14,43,Strict,0.076523,0.886489,0.878478
T15-V1,T15,43,Strict,0.078110,0.888108,0.876058
T15-V2,T15,43,Strict,0.077777,0.884157,0.872976
T15-V3,T15,43,Strict,0.079942,0.883884,0.872889
T15-V4,T15,43,Strict,0.081910,0.885026,0.873741
T15-V5,T15,43,Strict,0.076485,0.890549,0.878915
T15-V6,T15,43,Strict,0.075010,0.888976,0.879685
T15-V7,T15,43,Strict,0.074523,0.888489,0.880978
T15-V8,T15,43,Strict,0.076279,0.888193,0.873055
T16-V1,T16,43,Strict,0.077777,0.884157,0.872976
T16-V2,T16,43,Strict,0.079942,0.883884,0.872889
T16-V3,T16,43,Strict,0.079910,0.887026,0.876241
T16-V4,T16,43,Strict,0.079285,0.887749,0.875415
T16-V5,T16,43,Strict,0.075010,0.888976,0.879685
T16-V6,T16,43,Strict,0.074523,0.888489,0.880978
T16-V7,T16,43,Strict,0.074279,0.890193,0.875555
T16-V8,T16,43,Strict,0.078859,0.887685,0.872831
T17-V1,T17,43,Strict,0.079142,0.884684,0.873889
T17-V2,T17,43,Strict,0.079110,0.887826,0.877241
T17-V3,T17,43,Strict,0.076485,0.890549,0.878915
T17-V4,T17,43,Strict,0.077010,0.886976,0.877185
T17-V5,T17,43,Strict,0.073723,0.889289,0.881978
T17-V6,T17,43,Strict,0.073479,0.890993,0.876555
T17-V7,T17,43,Strict,0.076059,0.890485,0.876331
T17-V8,T17,43,Strict,0.077121,0.888338,0.876720
T18-V1,T18,43,Strict,0.079110,0.887826,0.877241
T18-V2,T18,43,Strict,0.076485,0.890549,0.878915
T18-V3,T18,43,Strict,0.075010,0.888976,0.879685
T18-V4,T18,43,Strict,0.076523,0.886489,0.878478
T18-V5,T18,43,Strict,0.073479,0.890993,0.876555
T18-V6,T18,43,Strict,0.076059,0.890485,0.876331
T18-V7,T18,43,Strict,0.075121,0.890338,0.879220
T18-V8,T18,43,Strict,0.078655,0.888534,0.874571
T19-V1,T19,43,Strict,0.076485,0.890549,0.878915
T19-V2,T19,43,Strict,0.075010,0.888976,0.879685
T19-V3,T19,43,Strict,0.074523,0.888489,0.880978
T19-V4,T19,43,Strict,0.076279,0.888193,0.873055
T19-V5,T19,43,Strict,0.076059,0.890485,0.876331
T19-V6,T19,43,Strict,0.075121,0.890338,0.879220
T19-V7,T19,43,Strict,0.076655,0.890534,0.877071
T19-V8,T19,43,Strict,0.078066,0.883823,0.875826
T20-V1,T20,43,Strict,0.077880,0.888280,0.875133
T20-V2,T20,43,Strict,0.076225,0.887105,0.879037
T20-V3,T20,43,Strict,0.077284,0.888257,0.878283
T20-V4,T20,43,Strict,0.081137,0.881843,0.870647
T20-V5,T20,43,Strict,0.076510,0.889708,0.878058
T20-V6,T20,43,Strict,0.076177,0.885757,0.874976
T20-V7,T20,43,Strict,0.078342,0.885484,0.874889
T20-V8,T20,43,Strict,0.080310,0.886626,0.875741
T21-V1,T21,43,Strict,0.076225,0.887105,0.879037
T21-V2,T21,43,Strict,0.077284,0.888257,0.878283
T21-V3,T21,43,Strict,0.079137,0.883843,0.873147
T21-V4,T21,43,Strict,0.079310,0.886908,0.874558
T21-V5,T21,43,Strict,0.076177,0.885757,0.874976
T21-V6,T21,43,Strict,0.078342,0.885484,0.874889
T21-V7,T21,43,Strict,0.078310,0.888626,0.878241
T21-V8,T21,43,Strict,0.077685,0.889349,0.877415
T22-V1,T22,43,Strict,0.079684,0.885857,0.875283
T22-V2,T22,43,Strict,0.081537,0.881443,0.870147
T22-V3,T22,43,Strict,0.079710,0.886508,0.874058
T22-V4,T22,43,Strict,0.081377,0.880557,0.868476
T22-V5,T22,43,Strict,0.080742,0.883084,0.871889
T22-V6,T22,43,Strict,0.080710,0.886226,0.875241
T22-V7,T22,43,Strict,0.078085,0.888949,0.876915
T22-V8,T22,43,Strict,0.078610,0.885376,0.875185
T23-V1,T23,43,Strict,0.081537,0.881443,0.870147
T23-V2,T23,43,Strict,0.079710,0.886508,0.874058
T23-V3,T23,43,Strict,0.079377,0.882557,0.870976
T23-V4,T23,43,Strict,0.083542,0.880284,0.868389
T23-V5,T23,43,Strict,0.080710,0.886226,0.875241
T23-V6,T23,43,Strict,0.078085,0.888949,0.876915
T23-V7,T23,43,Strict,0.076610,0.887376,0.877685
T23-V8,T23,43,Strict,0.078123,0.884889,0.876478
T24-V1,T24,43,Strict,0.079710,0.886508,0.874058
T24-V2,T24,43,Strict,0.079377,0.882557,0.870976
T24-V3,T24,43,Strict,0.081542,0.882284,0.870889
T24-V4,T24,43,Strict,0.083510,0.883426,0.871741
T24-V5,T24,43,Strict,0.078085,0.888949,0.876915
T24-V6,T24,43,Strict,0.076610,0.887376,0.877685
T24-V7,T24,43,Strict,0.076123,0.886889,0.878978
T24-V8,T24,43,Strict,0.077879,0.886593,0.871055
T25-V1,T25,43,Strict,0.076977,0.884957,0.873976
T25-V2,T25,43,Strict,0.079142,0.884684,0.873889
T25-V3,T25,43,Strict,0.079110,0.887826,0.877241
T25-V4,T25,43,Strict,0.078485,0.888549,0.876415
T25-V5,T25,43,Strict,0.074210,0.889776,0.880685
T25-V6,T25,43,Strict,0.073723,0.889289,0.881978
T25-V7,T25,43,Strict,0.073479,0.890993,0.876555
T25-V8,T25,43,Strict,0.078059,0.888485,0.873831
T26-V1,T26,43,Strict,0.079142,0.884684,0.873889
T26-V2,T26,43,Strict,0.079110,0.887826,0.877241
T26-V3,T26,43,Strict,0.076485,0.890549,0.878915
T26-V4,T26,43,Strict,0.077010,0.886976,0.877185
T26-V5,T26,43,Strict,0.073723,0.889289,0.881978
T26-V6,T26,43,Strict,0.073479,0.890993,0.876555
T26-V7,T26,43,Strict,0.076059,0.890485,0.876331
T26-V8,T26,43,Strict,0.077121,0.888338,0.876720
T27-V1,T27,43,Strict,0.079110,0.887826,0.877241
T27-V2,T27,43,Strict,0.076485,0.890549,0.878915
T27-V3,T27,43,Strict,0.075010,0.888976,0.879685
T27-V4,T27,43,Strict,0.076523,0.886489,0.878478
T27-V5,T27,43,Strict,0.073479,0.890993,0.876555
T27-V6,T27,43,Strict,0.076059,0.890485,0.876331
T27-V7,T27,43,Strict,0.075121,0.890338,0.879220
T27-V8,T27,43,Strict,0.078655,0.888534,0.874571
T28-V1,T28,43,Strict,0.076485,0.890549,0.878915
T28-V2,T28,43,Strict,0.075010,0.888976,0.879685
T28-V3,T28,43,Strict,0.074523,0.888489,0.880978
T28-V4,T28,43,Strict,0.076279,0.888193,0.873055
T28-V5,T28,43,Strict,0.076059,0.890485,0.876331
T28-V6,T28,43,Strict,0.075121,0.890338,0.879220
T28-V7,T28,43,Strict,0.076655,0.890534,0.877071
T28-V8,T28,43,Strict,0.078066,0.883823,0.875826
T29-V1,T29,43,Strict,0.075010,0.888976,0.879685
T29-V2,T29,43,Strict,0.074523,0.888489,0.880978
T29-V3,T29,43,Strict,0.074279,0.890193,0.875555
T29-V4,T29,43,Strict,0.078859,0.887685,0.872831
T29-V5,T29,43,Strict,0.075121,0.890338,0.879220
T29-V6,T29,43,Strict,0.076655,0.890534,0.877071
T29-V7,T29,43,Strict,0.076066,0.885823,0.878326
T29-V8,T29,43,Strict,0.079279,0.886286,0.873406
T30-V1,T30,43,Strict,0.078625,0.884705,0.876037
T30-V2,T30,43,Strict,0.079684,0.885857,0.875283
T30-V3,T30,43,Strict,0.081537,0.881443,0.870147
T30-V4,T30,43,Strict,0.081710,0.884508,0.871558
T30-V5,T30,43,Strict,0.078577,0.883357,0.871976
T30-V6,T30,43,Strict,0.080742,0.883084,0.871889
T30-V7,T30,43,Strict,0.080710,0.886226,0.875241
T30-V8,T30,43,Strict,0.080085,0.886949,0.874415
T31-V1,T31,43,Strict,0.079684,0.885857,0.875283
T31-V2,T31,43,Strict,0.081537,0.881443,0.870147
T31-V3,T31,43,Strict,0.079710,0.886508,0.874058
T31-V4,T31,43,Strict,0.081377,0.880557,0.868476
T31-V5,T31,43,Strict,0.080742,0.883084,0.871889
T31-V6,T31,43,Strict,0.080710,0.886226,0.875241
T31-V7,T31,43,Strict,0.078085,0.888949,0.876915
T31-V8,T31,43,Strict,0.078610,0.885376,0.875185
T32-V1,T32,43,Strict,0.081537,0.881443,0.870147
T32-V2,T32,43,Strict,0.079710,0.886508,0.874058
T32-V3,T32,43,Strict,0.079377,0.882557,0.870976
T32-V4,T32,43,Strict,0.083542,0.880284,0.868389
T32-V5,T32,43,Strict,0.080710,0.886226,0.875241
T32-V6,T32,43,Strict,0.078085,0.888949,0.876915
T32-V7,T32,43,Strict,0.076610,0.887376,0.877685
T32-V8,T32,43,Strict,0.078123,0.884889,0.876478
T01-V1,T01,71,Strict,0.073625,0.891612,0.877036
T01-V2,T01,71,Strict,0.072755,0.888307,0.878794
T01-V3,T01,71,Strict,0.076681,0.890751,0.876419
T01-V4,T01,71,Strict,0.076622,0.886188,0.873404
T01-V5,T01,71,Strict,0.073137,0.889907,0.877704
T01-V6,T01,71,Strict,0.075713,0.889833,0.879389
T01-V7,T01,71,Strict,0.073479,0.889583,0.880070
T01-V8,T01,71,Strict,0.078929,0.886986,0.875997
T02-V1,T02,71,Strict,0.072755,0.888307,0.878794
T02-V2,T02,71,Strict,0.076681,0.890751,0.876419
T02-V3,T02,71,Strict,0.074622,0.888188,0.875904
T02-V4,T02,71,Strict,0.075937,0.887107,0.874204
T02-V5,T02,71,Strict,0.075713,0.889833,0.879389
T02-V6,T02,71,Strict,0.073479,0.889583,0.880070
T02-V7,T02,71,Strict,0.076929,0.888986,0.878497
T02-V8,T02,71,Strict,0.075672,0.887138,0.873244
T03-V1,T03,71,Strict,0.076681,0.890751,0.876419
T03-V2,T03,71,Strict,0.074622,0.888188,0.875904
T03-V3,T03,71,Strict,0.073937,0.889107,0.876704
T03-V4,T03,71,Strict,0.078513,0.887033,0.875889
T03-V5,T03,71,Strict,0.073479,0.889583,0.880070
T03-V6,T03,71,Strict,0.076929,0.888986,0.878497
T03-V7,T03,71,Strict,0.073672,0.889138,0.875744
T03-V8,T03,71,Strict,0.073655,0.887227,0.879466
T04-V1,T04,71,Strict,0.074622,0.888188,0.875904
T04-V2,T04,71,Strict,0.073937,0.889107,0.876704
T04-V3,T04,71,Strict,0.076513,0.889033,0.878389
T04-V4,T04,71,Strict,0.076279,0.886783,0.876570
T04-V5,T04,71,Strict,0.076929,0.888986,0.878497
T04-V6,T04,71,Strict,0.073672,0.889138,0.875744
T04-V7,T04,71,Strict,0.071655,0.889227,0.881966
T04-V8,T04,71,Strict,0.073305,0.887441,0.879751
T05-V1,T05,71,Strict,0.073937,0.889107,0.876704
T05-V2,T05,71,Strict,0.076513,0.889033,0.878389
T05-V3,T05,71,Strict,0.074279,0.888783,0.879070
T05-V4,T05,71,Strict,0.079729,0.886186,0.874997
T05-V5,T05,71,Strict,0.073672,0.889138,0.875744
T05-V6,T05,71,Strict,0.071655,0.889227,0.881966
T05-V7,T05,71,Strict,0.071305,0.889441,0.882251
T05-V8,T05,71,Strict,0.075231,0.887182,0.880068
