method,document_id,split,gold_mentions,predicted_spans,span_tp,span_fp,span_fn,per_percent,text_retention
BodhiPromptShield (released heuristic mediator),001-77309,train,33,28,24,4,9,28.3,0.972
BodhiPromptShield (released heuristic mediator),001-75896,train,58,52,47,5,11,26.3,0.979
BodhiPromptShield (released heuristic mediator),001-80008,train,62,58,53,5,9,19.9,0.980
BodhiPromptShield (released heuristic mediator),001-79887,train,49,54,37,17,12,39.2,0.960
BodhiPromptShield (released heuristic mediator),001-67586,train,51,55,43,12,8,33.0,0.963
BodhiPromptShield (released heuristic mediator),001-61453,train,57,52,44,8,13,26.2,0.956
BodhiPromptShield (released heuristic mediator),001-68112,train,100,71,57,14,43,37.8,0.964
BodhiPromptShield (released heuristic mediator),001-90767,train,44,41,34,7,10,23.9,0.970
BodhiPromptShield (released heuristic mediator),001-61451,train,77,74,66,8,11,31.3,0.973
BodhiPromptShield (released heuristic mediator),001-85730,train,37,39,30,9,7,33.9,0.938
BodhiPromptShield (released heuristic mediator),001-80083,train,66,53,46,7,20,44.0,0.973
BodhiPromptShield (released heuristic mediator),001-89126,train,34,32,24,8,10,48.3,0.950
BodhiPromptShield (released heuristic mediator),001-97058,train,37,37,28,9,9,56.8,0.924
BodhiPromptShield (released heuristic mediator),001-71805,train,31,34,22,12,9,34.2,0.918
BodhiPromptShield (released heuristic mediator),001-57791,train,132,116,80,36,52,39.0,0.929
BodhiPromptShield (released heuristic mediator),001-117742,train,61,42,32,10,29,57.3,0.977
BodhiPromptShield (released heuristic mediator),001-67906,train,63,51,32,19,31,47.5,0.963
BodhiPromptShield (released heuristic mediator),001-58069,train,87,90,62,28,25,34.6,0.947
BodhiPromptShield (released heuristic mediator),001-108391,train,28,21,14,7,14,40.6,0.936
BodhiPromptShield (released heuristic mediator),001-58915,train,94,121,79,42,15,17.9,0.912
BodhiPromptShield (released heuristic mediator),001-57720,train,73,85,55,30,18,30.8,0.932
BodhiPromptShield (released heuristic mediator),001-94415,train,25,24,17,7,8,18.6,0.941
BodhiPromptShield (released heuristic mediator),001-94431,train,27,27,18,9,9,27.1,0.906
BodhiPromptShield (released heuristic mediator),001-175007,train,53,41,32,9,21,31.5,0.973
BodhiPromptShield (released heuristic mediator),001-66648,train,57,49,43,6,14,36.9,0.970
BodhiPromptShield (released heuristic mediator),001-70851,train,47,46,31,15,16,44.2,0.935
BodhiPromptShield (released heuristic mediator),001-89275,train,36,35,25,10,11,27.2,0.950
BodhiPromptShield (released heuristic mediator),001-82913,train,46,45,36,9,10,23.4,0.961
BodhiPromptShield (released heuristic mediator),001-89116,train,38,41,28,13,10,23.5,0.928
BodhiPromptShield (released heuristic mediator),001-84749,train,59,52,46,6,13,29.1,0.964
BodhiPromptShield (released heuristic mediator),001-67208,train,45,52,37,15,8,27.5,0.937
BodhiPromptShield (released heuristic mediator),001-93300,train,48,41,31,10,17,31.9,0.957
BodhiPromptShield (released heuristic mediator),001-60559,train,37,54,29,25,8,23.5,0.902
BodhiPromptShield (released heuristic mediator),001-79344,train,53,50,38,12,15,37.0,0.958
BodhiPromptShield (released heuristic mediator),001-78163,train,54,57,47,10,7,17.8,0.945
BodhiPromptShield (released heuristic mediator),001-79421,train,36,33,24,9,12,25.5,0.964
BodhiPromptShield (released heuristic mediator),001-107273,train,52,53,37,16,15,25.4,0.916
BodhiPromptShield (released heuristic mediator),001-71355,train,68,67,53,14,15,18.4,0.934
BodhiPromptShield (released heuristic mediator),001-61086,train,55,57,45,12,10,20.0,0.955
BodhiPromptShield (released heuristic mediator),001-70247,train,38,49,31,18,7,25.9,0.940
BodhiPromptShield (released heuristic mediator),001-98911,train,40,51,31,20,9,21.3,0.933
BodhiPromptShield (released heuristic mediator),001-98365,train,49,46,38,8,11,36.3,0.943
BodhiPromptShield (released heuristic mediator),001-96577,train,41,40,33,7,8,22.2,0.957
BodhiPromptShield (released heuristic mediator),001-79008,train,40,35,27,8,13,23.5,0.955
BodhiPromptShield (released heuristic mediator),001-85302,train,43,38,27,11,16,46.7,0.955
BodhiPromptShield (released heuristic mediator),001-95779,train,28,29,19,10,9,39.1,0.949
BodhiPromptShield (released heuristic mediator),001-59865,train,68,74,53,21,15,23.2,0.902
BodhiPromptShield (released heuristic mediator),001-59677,train,52,54,34,20,18,36.7,0.918
BodhiPromptShield (released heuristic mediator),001-61563,train,52,60,40,20,12,28.2,0.932
BodhiPromptShield (released heuristic mediator),001-67715,train,63,57,46,11,17,37.9,0.959
BodhiPromptShield (released heuristic mediator),001-61822,train,52,68,44,24,8,22.4,0.940
BodhiPromptShield (released heuristic mediator),001-61683,train,62,61,48,13,14,23.2,0.956
BodhiPromptShield (released heuristic mediator),001-71212,train,52,57,43,14,9,19.4,0.935
BodhiPromptShield (released heuristic mediator),001-90448,train,40,42,30,12,10,29.3,0.964
BodhiPromptShield (released heuristic mediator),001-120055,train,48,38,31,7,17,25.7,0.961
BodhiPromptShield (released heuristic mediator),001-84291,train,52,47,36,11,16,30.8,0.963
BodhiPromptShield (released heuristic mediator),001-83957,train,61,58,44,14,17,21.3,0.940
BodhiPromptShield (released heuristic mediator),001-67361,train,48,61,41,20,7,42.4,0.927
BodhiPromptShield (released heuristic mediator),001-59861,train,63,76,54,22,9,26.1,0.904
BodhiPromptShield (released heuristic mediator),001-61832,train,40,48,27,21,13,22.7,0.926
BodhiPromptShield (released heuristic mediator),001-94741,train,41,36,27,9,14,29.5,0.953
BodhiPromptShield (released heuristic mediator),001-95366,train,53,48,44,4,9,21.0,0.982
BodhiPromptShield (released heuristic mediator),001-99591,train,45,44,32,12,13,40.6,0.950
BodhiPromptShield (released heuristic mediator),001-90561,train,51,54,42,12,9,18.4,0.952
BodhiPromptShield (released heuristic mediator),001-84815,train,38,39,27,12,11,27.0,0.949
BodhiPromptShield (released heuristic mediator),001-59854,train,64,75,54,21,10,26.7,0.909
BodhiPromptShield (released heuristic mediator),001-77338,train,71,65,56,9,15,25.9,0.953
BodhiPromptShield (released heuristic mediator),001-94229,train,53,31,22,9,31,61.5,0.959
BodhiPromptShield (released heuristic mediator),001-75531,train,41,49,28,21,13,36.1,0.930
BodhiPromptShield (released heuristic mediator),001-59856,train,73,73,55,18,18,25.5,0.931
BodhiPromptShield (released heuristic mediator),001-60911,train,48,55,38,17,10,40.5,0.933
BodhiPromptShield (released heuristic mediator),001-108683,train,46,39,32,7,14,25.3,0.964
BodhiPromptShield (released heuristic mediator),001-177868,train,47,27,20,7,27,53.0,0.956
BodhiPromptShield (released heuristic mediator),001-76760,train,69,61,54,7,15,36.1,0.957
BodhiPromptShield (released heuristic mediator),001-71815,train,54,46,35,11,19,32.1,0.953
BodhiPromptShield (released heuristic mediator),001-79053,train,48,45,36,9,12,23.8,0.958
BodhiPromptShield (released heuristic mediator),001-76993,train,61,58,43,15,18,27.5,0.926
BodhiPromptShield (released heuristic mediator),001-66829,train,61,55,47,8,14,31.6,0.962
BodhiPromptShield (released heuristic mediator),001-61571,train,59,53,44,9,15,29.5,0.967
BodhiPromptShield (released heuristic mediator),001-60558,train,50,46,26,20,24,41.0,0.932
BodhiPromptShield (released heuristic mediator),001-68509,train,43,40,30,10,13,33.0,0.950
BodhiPromptShield (released heuristic mediator),001-61712,train,40,48,29,19,11,20.8,0.937
BodhiPromptShield (released heuristic mediator),001-71800,train,53,49,27,22,26,45.3,0.917
BodhiPromptShield (released heuristic mediator),001-71483,train,35,43,25,18,10,30.1,0.923
BodhiPromptShield (released heuristic mediator),001-83961,train,61,49,43,6,18,26.0,0.963
BodhiPromptShield (released heuristic mediator),001-61362,train,57,47,34,13,23,38.9,0.956
BodhiPromptShield (released heuristic mediator),001-109148,train,40,40,30,10,10,34.5,0.954
BodhiPromptShield (released heuristic mediator),001-76989,train,57,42,34,8,23,36.0,0.966
BodhiPromptShield (released heuristic mediator),001-96589,train,44,45,33,12,11,43.2,0.943
BodhiPromptShield (released heuristic mediator),001-59672,train,42,48,29,19,13,30.3,0.934
BodhiPromptShield (released heuristic mediator),001-95217,train,39,34,28,6,11,26.5,0.964
BodhiPromptShield (released heuristic mediator),001-90977,train,54,52,33,19,21,69.9,0.943
BodhiPromptShield (released heuristic mediator),001-87432,train,45,45,36,9,9,31.4,0.959
BodhiPromptShield (released heuristic mediator),001-98515,train,40,48,33,15,7,24.0,0.932
BodhiPromptShield (released heuristic mediator),001-94208,train,73,7,6,1,67,90.8,0.993
BodhiPromptShield (released heuristic mediator),001-110441,train,34,39,27,12,7,21.6,0.945
BodhiPromptShield (released heuristic mediator),001-98261,train,70,58,43,15,27,33.6,0.904
BodhiPromptShield (released heuristic mediator),001-61363,train,48,51,41,10,7,26.1,0.961
BodhiPromptShield (released heuristic mediator),001-66652,train,63,53,45,8,18,23.8,0.967
BodhiPromptShield (released heuristic mediator),001-126134,train,41,34,28,6,13,40.5,0.972
BodhiPromptShield (released heuristic mediator),001-83400,train,45,40,34,6,11,26.9,0.962
BodhiPromptShield (released heuristic mediator),001-61361,train,69,63,54,9,15,28.3,0.956
BodhiPromptShield (released heuristic mediator),001-61737,train,42,57,35,22,7,17.5,0.925
BodhiPromptShield (released heuristic mediator),001-59669,train,42,44,26,18,16,31.2,0.935
BodhiPromptShield (released heuristic mediator),001-95211,train,55,44,36,8,19,34.4,0.962
BodhiPromptShield (released heuristic mediator),001-59666,train,41,45,26,19,15,28.6,0.932
BodhiPromptShield (released heuristic mediator),001-99923,train,63,56,45,11,18,21.4,0.944
BodhiPromptShield (released heuristic mediator),001-99162,train,48,50,37,13,11,22.5,0.942
BodhiPromptShield (released heuristic mediator),001-160628,train,27,26,17,9,10,32.8,0.955
BodhiPromptShield (released heuristic mediator),001-95191,train,54,48,40,8,14,29.2,0.949
BodhiPromptShield (released heuristic mediator),001-89271,train,45,49,33,16,12,23.9,0.942
BodhiPromptShield (released heuristic mediator),001-59668,train,44,43,26,17,18,33.3,0.939
BodhiPromptShield (released heuristic mediator),001-80400,train,105,43,43,0,62,66.0,0.982
BodhiPromptShield (released heuristic mediator),001-67105,train,63,68,55,13,8,19.6,0.933
BodhiPromptShield (released heuristic mediator),001-96023,train,45,46,36,10,9,30.1,0.951
BodhiPromptShield (released heuristic mediator),001-84578,train,52,51,41,10,11,19.3,0.945
BodhiPromptShield (released heuristic mediator),001-98502,train,58,57,41,16,17,35.4,0.943
BodhiPromptShield (released heuristic mediator),001-81686,train,52,56,39,17,13,17.8,0.935
BodhiPromptShield (released heuristic mediator),001-177656,train,36,32,27,5,9,31.5,0.971
BodhiPromptShield (released heuristic mediator),001-89971,train,72,62,51,11,21,15.8,0.941
BodhiPromptShield (released heuristic mediator),001-95195,train,51,57,44,13,7,26.5,0.941
BodhiPromptShield (released heuristic mediator),001-103694,train,51,37,31,6,20,40.1,0.957
BodhiPromptShield (released heuristic mediator),001-90565,train,51,54,41,13,10,23.1,0.950
BodhiPromptShield (released heuristic mediator),001-166486,train,57,54,41,13,16,23.1,0.946
BodhiPromptShield (released heuristic mediator),001-140916,train,45,37,27,10,18,28.3,0.954
BodhiPromptShield (released heuristic mediator),001-101962,train,47,43,36,7,11,20.0,0.963
BodhiPromptShield (released heuristic mediator),001-118335,train,179,125,100,25,79,46.1,0.947
BodhiPromptShield (released heuristic mediator),001-60713,train,136,86,69,17,67,37.9,0.974
BodhiPromptShield (released heuristic mediator),001-60628,train,138,133,108,25,30,27.4,0.968
BodhiPromptShield (released heuristic mediator),001-57881,train,96,103,69,34,27,14.5,0.959
BodhiPromptShield (released heuristic mediator),001-57423,train,183,131,91,40,92,38.0,0.957
BodhiPromptShield (released heuristic mediator),001-59558,train,129,65,44,21,85,68.2,0.971
BodhiPromptShield (released heuristic mediator),001-58051,train,140,109,84,25,56,35.8,0.962
BodhiPromptShield (released heuristic mediator),001-147678,train,192,90,85,5,107,47.9,0.973
BodhiPromptShield (released heuristic mediator),001-58079,train,170,123,97,26,73,56.5,0.966
BodhiPromptShield (released heuristic mediator),001-57700,train,136,117,77,40,59,37.1,0.948
BodhiPromptShield (released heuristic mediator),001-98473,train,106,64,51,13,55,49.0,0.977
BodhiPromptShield (released heuristic mediator),001-57533,train,106,121,68,53,38,36.8,0.940
BodhiPromptShield (released heuristic mediator),001-57775,train,126,107,76,31,50,41.3,0.963
BodhiPromptShield (released heuristic mediator),001-147045,train,134,98,81,17,53,40.9,0.973
BodhiPromptShield (released heuristic mediator),001-60486,train,121,83,64,19,57,47.2,0.970
BodhiPromptShield (released heuristic mediator),001-106200,train,92,45,31,14,61,66.5,0.983
BodhiPromptShield (released heuristic mediator),001-57851,train,187,132,90,42,97,43.4,0.933
BodhiPromptShield (released heuristic mediator),001-60643,train,163,89,69,20,94,47.0,0.976
BodhiPromptShield (released heuristic mediator),001-67155,train,77,72,67,5,10,13.0,0.983
BodhiPromptShield (released heuristic mediator),001-88012,train,163,156,109,47,54,34.8,0.945
BodhiPromptShield (released heuristic mediator),001-70841,train,138,103,84,19,54,36.1,0.962
BodhiPromptShield (released heuristic mediator),001-88010,train,70,63,55,8,15,18.5,0.960
BodhiPromptShield (released heuristic mediator),001-79213,train,87,71,51,20,36,38.5,0.964
BodhiPromptShield (released heuristic mediator),001-59520,train,322,246,192,54,130,36.7,0.948
BodhiPromptShield (released heuristic mediator),001-113142,train,53,50,41,9,12,29.7,0.960
BodhiPromptShield (released heuristic mediator),001-59453,train,320,185,150,35,170,31.9,0.974
BodhiPromptShield (released heuristic mediator),001-61383,train,93,103,69,34,24,28.6,0.910
BodhiPromptShield (released heuristic mediator),001-80742,train,55,49,42,7,13,21.3,0.947
BodhiPromptShield (released heuristic mediator),001-57519,train,144,175,106,69,38,32.2,0.929
BodhiPromptShield (released heuristic mediator),001-68166,train,67,72,56,16,11,22.3,0.962
BodhiPromptShield (released heuristic mediator),001-128043,train,126,103,73,30,53,36.7,0.950
BodhiPromptShield (released heuristic mediator),001-57638,train,192,179,128,51,64,34.5,0.938
BodhiPromptShield (released heuristic mediator),001-97980,train,68,51,38,13,30,18.0,0.974
BodhiPromptShield (released heuristic mediator),001-67150,train,54,50,33,17,21,37.4,0.914
BodhiPromptShield (released heuristic mediator),001-110246,train,236,162,131,31,105,26.2,0.943
BodhiPromptShield (released heuristic mediator),001-58132,train,188,164,129,35,59,29.9,0.950
BodhiPromptShield (released heuristic mediator),001-60697,train,211,142,98,44,113,47.4,0.970
BodhiPromptShield (released heuristic mediator),001-77694,train,87,69,61,8,26,25.8,0.968
BodhiPromptShield (released heuristic mediator),001-59339,train,98,89,68,21,30,30.6,0.971
BodhiPromptShield (released heuristic mediator),001-60000,train,34,51,27,24,7,24.1,0.905
BodhiPromptShield (released heuristic mediator),001-97000,train,62,62,51,11,11,26.8,0.943
BodhiPromptShield (released heuristic mediator),001-91722,train,54,63,40,23,14,30.2,0.929
BodhiPromptShield (released heuristic mediator),001-61325,train,104,86,62,24,42,28.5,0.942
BodhiPromptShield (released heuristic mediator),001-80932,train,132,54,36,18,96,70.1,0.988
BodhiPromptShield (released heuristic mediator),001-92102,train,131,106,97,9,34,14.8,0.973
BodhiPromptShield (released heuristic mediator),001-86729,train,249,243,182,61,67,24.5,0.950
BodhiPromptShield (released heuristic mediator),001-76999,train,111,99,62,37,49,46.3,0.973
BodhiPromptShield (released heuristic mediator),001-79042,train,91,45,37,8,54,59.2,0.988
BodhiPromptShield (released heuristic mediator),001-58827,train,57,73,50,23,7,15.8,0.894
BodhiPromptShield (released heuristic mediator),001-60898,train,128,118,80,38,48,24.8,0.971
BodhiPromptShield (released heuristic mediator),001-86298,train,106,123,87,36,19,25.4,0.974
BodhiPromptShield (released heuristic mediator),001-58367,train,43,59,35,24,8,24.0,0.895
BodhiPromptShield (released heuristic mediator),001-77942,train,42,68,33,35,9,43.3,0.943
BodhiPromptShield (released heuristic mediator),001-102808,train,104,86,75,11,29,16.7,0.963
BodhiPromptShield (released heuristic mediator),001-59983,train,62,73,54,19,8,12.4,0.940
BodhiPromptShield (released heuristic mediator),001-80316,train,54,48,38,10,16,23.8,0.944
BodhiPromptShield (released heuristic mediator),001-57891,train,200,196,138,58,62,29.1,0.963
BodhiPromptShield (released heuristic mediator),001-177349,train,151,140,93,47,58,37.0,0.969
BodhiPromptShield (released heuristic mediator),001-61246,train,131,80,59,21,72,41.9,0.974
BodhiPromptShield (released heuristic mediator),001-59452,train,205,176,135,41,70,21.5,0.960
BodhiPromptShield (released heuristic mediator),001-171507,train,102,110,68,42,34,39.4,0.952
BodhiPromptShield (released heuristic mediator),001-80444,train,48,48,36,12,12,32.7,0.950
BodhiPromptShield (released heuristic mediator),001-158031,train,93,106,65,41,28,27.1,0.967
BodhiPromptShield (released heuristic mediator),001-173091,train,45,36,27,9,18,40.7,0.982
BodhiPromptShield (released heuristic mediator),001-96998,train,84,75,66,9,18,25.2,0.959
BodhiPromptShield (released heuristic mediator),001-59121,train,139,118,87,31,52,28.8,0.973
BodhiPromptShield (released heuristic mediator),001-161738,train,181,134,116,18,65,36.4,0.980
BodhiPromptShield (released heuristic mediator),001-60933,train,88,105,67,38,21,35.8,0.945
BodhiPromptShield (released heuristic mediator),001-113129,train,85,84,56,28,29,32.0,0.976
BodhiPromptShield (released heuristic mediator),001-57843,train,147,134,100,34,47,30.1,0.951
BodhiPromptShield (released heuristic mediator),001-79427,train,77,68,47,21,30,30.5,0.917
BodhiPromptShield (released heuristic mediator),001-61309,train,93,75,48,27,45,41.3,0.964
BodhiPromptShield (released heuristic mediator),001-98034,train,48,42,34,8,14,41.6,0.958
BodhiPromptShield (released heuristic mediator),001-109575,train,151,91,77,14,74,34.0,0.985
BodhiPromptShield (released heuristic mediator),001-98606,train,49,38,29,9,20,28.8,0.952
BodhiPromptShield (released heuristic mediator),001-168377,train,94,71,58,13,36,37.0,0.952
BodhiPromptShield (released heuristic mediator),001-153922,train,188,150,113,37,75,44.8,0.976
BodhiPromptShield (released heuristic mediator),001-57984,train,135,158,121,37,14,21.6,0.951
BodhiPromptShield (released heuristic mediator),001-60695,train,113,114,62,52,51,34.8,0.937
BodhiPromptShield (released heuristic mediator),001-61133,train,98,97,82,15,16,22.8,0.946
BodhiPromptShield (released heuristic mediator),001-115213,train,59,55,46,9,13,18.8,0.941
BodhiPromptShield (released heuristic mediator),001-146399,train,114,110,70,40,44,43.1,0.943
BodhiPromptShield (released heuristic mediator),001-60016,train,32,42,27,15,5,21.0,0.900
BodhiPromptShield (released heuristic mediator),001-76894,train,129,110,84,26,45,31.3,0.961
BodhiPromptShield (released heuristic mediator),001-179218,train,315,147,124,23,191,44.7,0.975
BodhiPromptShield (released heuristic mediator),001-58146,train,58,79,50,29,8,15.1,0.903
BodhiPromptShield (released heuristic mediator),001-165757,train,57,57,44,13,13,22.3,0.977
BodhiPromptShield (released heuristic mediator),001-77265,train,56,41,32,9,24,33.3,0.958
BodhiPromptShield (released heuristic mediator),001-57954,train,70,103,59,44,11,19.6,0.952
BodhiPromptShield (released heuristic mediator),001-86980,train,86,71,50,21,36,40.2,0.972
BodhiPromptShield (released heuristic mediator),001-58526,train,132,126,98,28,34,27.9,0.935
BodhiPromptShield (released heuristic mediator),001-99863,train,31,26,17,9,14,49.5,0.943
BodhiPromptShield (released heuristic mediator),001-79889,train,77,64,53,11,24,29.2,0.959
BodhiPromptShield (released heuristic mediator),001-70765,train,63,69,40,29,23,41.1,0.913
BodhiPromptShield (released heuristic mediator),001-79312,train,41,35,27,8,14,27.2,0.977
BodhiPromptShield (released heuristic mediator),001-153909,train,62,46,36,10,26,38.6,0.969
BodhiPromptShield (released heuristic mediator),001-61925,train,194,145,119,26,75,46.3,0.968
BodhiPromptShield (released heuristic mediator),001-116121,train,71,60,48,12,23,33.7,0.985
BodhiPromptShield (released heuristic mediator),001-68077,train,132,77,57,20,75,50.1,0.985
BodhiPromptShield (released heuristic mediator),001-59075,train,34,36,20,16,14,38.2,0.913
BodhiPromptShield (released heuristic mediator),001-105129,train,135,102,82,20,53,37.2,0.960
BodhiPromptShield (released heuristic mediator),001-59565,train,111,66,40,26,71,64.2,0.964
BodhiPromptShield (released heuristic mediator),001-58114,train,95,100,73,27,22,35.1,0.948
BodhiPromptShield (released heuristic mediator),001-60017,train,89,100,83,17,6,15.9,0.961
BodhiPromptShield (released heuristic mediator),001-58459,train,56,64,46,18,10,28.2,0.963
BodhiPromptShield (released heuristic mediator),001-61174,train,248,147,125,22,123,38.3,0.975
BodhiPromptShield (released heuristic mediator),001-101331,train,78,78,62,16,16,19.8,0.934
BodhiPromptShield (released heuristic mediator),001-110483,train,56,53,40,13,16,20.7,0.946
BodhiPromptShield (released heuristic mediator),001-107034,train,44,46,36,10,8,21.7,0.936
BodhiPromptShield (released heuristic mediator),001-58212,train,202,205,131,74,71,36.6,0.948
BodhiPromptShield (released heuristic mediator),001-57446,train,178,187,132,55,46,26.5,0.946
BodhiPromptShield (released heuristic mediator),001-57491,train,134,193,112,81,22,18.5,0.941
BodhiPromptShield (released heuristic mediator),001-59721,train,92,94,60,34,32,34.2,0.950
BodhiPromptShield (released heuristic mediator),001-91897,train,140,113,100,13,40,18.6,0.962
BodhiPromptShield (released heuristic mediator),001-146701,train,192,217,142,75,50,25.6,0.949
BodhiPromptShield (released heuristic mediator),001-115012,train,226,177,151,26,75,30.7,0.965
BodhiPromptShield (released heuristic mediator),001-60660,train,59,66,44,22,15,21.9,0.954
BodhiPromptShield (released heuristic mediator),001-61701,train,55,59,35,24,20,32.3,0.936
BodhiPromptShield (released heuristic mediator),001-60917,train,65,60,46,14,19,30.0,0.955
BodhiPromptShield (released heuristic mediator),001-68158,train,39,39,26,13,13,32.0,0.927
BodhiPromptShield (released heuristic mediator),001-69167,train,46,45,31,14,15,23.3,0.921
BodhiPromptShield (released heuristic mediator),001-100506,train,60,53,30,23,30,46.1,0.988
BodhiPromptShield (released heuristic mediator),001-164313,train,182,157,131,26,51,25.9,0.965
BodhiPromptShield (released heuristic mediator),001-92855,train,59,51,35,16,24,34.8,0.919
BodhiPromptShield (released heuristic mediator),001-107286,train,43,42,29,13,14,27.6,0.968
BodhiPromptShield (released heuristic mediator),001-72584,train,267,177,150,27,117,32.1,0.980
BodhiPromptShield (released heuristic mediator),001-68605,train,92,92,72,20,20,16.0,0.946
BodhiPromptShield (released heuristic mediator),001-58407,train,213,180,128,52,85,40.7,0.968
BodhiPromptShield (released heuristic mediator),001-90820,train,203,176,167,9,36,25.1,0.972
BodhiPromptShield (released heuristic mediator),001-59166,train,58,69,51,18,7,22.0,0.944
BodhiPromptShield (released heuristic mediator),001-59204,train,25,45,20,25,5,30.6,0.846
BodhiPromptShield (released heuristic mediator),001-108610,train,104,76,48,28,56,56.8,0.966
BodhiPromptShield (released heuristic mediator),001-84709,train,109,112,80,32,29,30.8,0.962
BodhiPromptShield (released heuristic mediator),001-67472,train,43,65,32,33,11,32.6,0.966
BodhiPromptShield (released heuristic mediator),001-88541,train,110,61,46,15,64,57.6,0.986
BodhiPromptShield (released heuristic mediator),001-93616,train,74,65,57,8,17,15.8,0.966
BodhiPromptShield (released heuristic mediator),001-58825,train,44,60,38,22,6,19.8,0.942
BodhiPromptShield (released heuristic mediator),001-138919,train,195,151,106,45,89,30.1,0.967
BodhiPromptShield (released heuristic mediator),001-58021,train,116,100,75,25,41,33.6,0.978
BodhiPromptShield (released heuristic mediator),001-76412,train,65,43,34,9,31,31.0,0.977
BodhiPromptShield (released heuristic mediator),001-87156,train,114,108,85,23,29,24.1,0.942
BodhiPromptShield (released heuristic mediator),001-59607,train,78,62,39,23,39,35.3,0.974
BodhiPromptShield (released heuristic mediator),001-58978,train,63,68,48,20,15,25.4,0.952
BodhiPromptShield (released heuristic mediator),001-86789,train,62,51,40,11,22,22.5,0.925
BodhiPromptShield (released heuristic mediator),001-57880,train,100,111,83,28,17,28.0,0.935
BodhiPromptShield (released heuristic mediator),001-85831,train,62,63,54,9,8,13.9,0.949
BodhiPromptShield (released heuristic mediator),001-110918,train,144,97,77,20,67,51.8,0.965
BodhiPromptShield (released heuristic mediator),001-58495,train,120,132,97,35,23,17.7,0.968
BodhiPromptShield (released heuristic mediator),001-59984,train,46,49,31,18,15,31.4,0.905
BodhiPromptShield (released heuristic mediator),001-80529,train,62,54,46,8,16,25.5,0.964
BodhiPromptShield (released heuristic mediator),001-76098,train,63,61,45,16,18,32.7,0.967
BodhiPromptShield (released heuristic mediator),001-90781,train,100,70,58,12,42,34.2,0.975
BodhiPromptShield (released heuristic mediator),001-170836,train,59,75,42,33,17,16.8,0.925
BodhiPromptShield (released heuristic mediator),001-59450,train,256,189,151,38,105,32.8,0.974
BodhiPromptShield (released heuristic mediator),001-59053,train,58,60,39,21,19,31.5,0.954
BodhiPromptShield (released heuristic mediator),001-57587,train,249,166,100,66,149,49.5,0.946
BodhiPromptShield (released heuristic mediator),001-98385,train,48,50,31,19,17,37.9,0.978
BodhiPromptShield (released heuristic mediator),001-91786,train,37,39,27,12,10,36.6,0.924
BodhiPromptShield (released heuristic mediator),001-60487,train,157,155,113,42,44,24.7,0.967
BodhiPromptShield (released heuristic mediator),001-100487,train,58,58,50,8,8,25.4,0.963
BodhiPromptShield (released heuristic mediator),001-60645,train,63,68,41,27,22,31.2,0.970
BodhiPromptShield (released heuristic mediator),001-59156,train,148,121,76,45,72,36.2,0.967
BodhiPromptShield (released heuristic mediator),001-96205,train,45,46,36,10,9,26.3,0.942
BodhiPromptShield (released heuristic mediator),001-95855,train,80,77,71,6,9,17.0,0.971
BodhiPromptShield (released heuristic mediator),001-96181,train,60,54,42,12,18,22.4,0.923
BodhiPromptShield (released heuristic mediator),001-58798,train,98,84,59,25,39,34.6,0.973
BodhiPromptShield (released heuristic mediator),001-60688,train,35,46,26,20,9,27.0,0.936
BodhiPromptShield (released heuristic mediator),001-58016,train,157,170,132,38,25,15.8,0.951
BodhiPromptShield (released heuristic mediator),001-100393,train,50,48,40,8,10,13.3,0.943
BodhiPromptShield (released heuristic mediator),001-68160,train,75,91,65,26,10,18.4,0.910
BodhiPromptShield (released heuristic mediator),001-140015,train,78,90,37,53,41,54.3,0.968
BodhiPromptShield (released heuristic mediator),001-91899,train,118,104,89,15,29,27.9,0.976
BodhiPromptShield (released heuristic mediator),001-94875,train,94,82,74,8,20,19.4,0.970
BodhiPromptShield (released heuristic mediator),001-140005,train,184,198,143,55,41,22.2,0.954
BodhiPromptShield (released heuristic mediator),001-68396,train,101,86,66,20,35,43.3,0.946
BodhiPromptShield (released heuristic mediator),001-57574,train,214,218,116,102,98,32.7,0.954
BodhiPromptShield (released heuristic mediator),001-57622,train,177,185,102,83,75,29.5,0.937
BodhiPromptShield (released heuristic mediator),001-77064,train,174,157,133,24,41,33.2,0.980
BodhiPromptShield (released heuristic mediator),001-83482,train,198,120,89,31,109,48.2,0.952
BodhiPromptShield (released heuristic mediator),001-58365,train,122,155,94,61,28,26.5,0.936
BodhiPromptShield (released heuristic mediator),001-111890,train,66,57,44,13,22,28.4,0.962
BodhiPromptShield (released heuristic mediator),001-176838,train,84,75,64,11,20,22.0,0.973
BodhiPromptShield (released heuristic mediator),001-60672,train,69,67,42,25,27,31.4,0.976
BodhiPromptShield (released heuristic mediator),001-100928,train,92,84,77,7,15,14.2,0.973
BodhiPromptShield (released heuristic mediator),001-102637,train,90,85,60,25,30,35.4,0.984
BodhiPromptShield (released heuristic mediator),001-59158,train,153,146,89,57,64,28.8,0.956
BodhiPromptShield (released heuristic mediator),001-60931,train,134,140,99,41,35,28.1,0.954
BodhiPromptShield (released heuristic mediator),001-58496,train,291,221,173,48,118,32.0,0.962
BodhiPromptShield (released heuristic mediator),001-90398,train,153,116,102,14,51,34.8,0.979
BodhiPromptShield (released heuristic mediator),001-58837,train,57,57,34,23,23,47.0,0.965
BodhiPromptShield (released heuristic mediator),001-83788,train,79,82,55,27,24,27.6,0.963
